0 0 4294967296 0 0
0 1 4294967296 0 0
0 2 4294967296 0.250012 4.30448e-06
0 3 4294967296 0.400002 5.522e-06
0 4 4294967296 0.499999 6.86881e-06
0 5 4294967296 0.571418 8.77645e-06
0 6 4294967296 0.624991 1.16257e-05
0 7 4294967296 0.666653 1.59647e-05
0 8 4294967296 0.699976 2.26737e-05
0 9 4294967296 0.727249 3.32168e-05
0 10 4294967296 0.749895 5.00474e-05
0 11 4294967296 0.769156 7.73697e-05
0 12 4294967296 0.785742 0.00012258
0 13 4294967296 0.800114 0.000198132
0 14 4294967296 0.81266 0.000327293
0 15 4294967296 0.823981 0.000551451
0 16 4294967296 0.8333 0.000953929
0 17 4294967296 0.838832 0.00165092
0 18 4294967296 0.85345 0.00268707
0 19 4294967296 0.86471 0.00451738
0 20 4294967296 0.861535 0.00849248
0 21 4294967296 0.87595 0.0169572
0 22 4294967296 0.919496 0.0244705
0 23 4294967296 0.825199 0.0740971
0 24 4294967296 nan nan
0 25 4294967296 nan nan
0 26 4294967296 nan nan
0 27 4294967296 nan nan
0 28 4294967296 nan nan
0 29 4294967296 nan nan
0 30 4294967296 nan nan
0 31 4294967296 nan nan
0 32 4294967296 nan nan

1 0 4294967296 0 0
1 1 4294967296 0.333335 4.54927e-06
1 2 4294967296 0.500006 4.97028e-06
1 3 4294967296 0.599998 5.52201e-06
1 4 4294967296 0.666661 6.47611e-06
1 5 4294967296 0.714269 8.01156e-06
1 6 4294967296 0.749983 1.03988e-05
1 7 4294967296 0.777751 1.40791e-05
1 8 4294967296 0.799953 1.97914e-05
1 9 4294967296 0.818187 2.87681e-05
1 10 4294967296 0.833297 4.30739e-05
1 11 4294967296 0.846083 6.62543e-05
1 12 4294967296 0.857305 0.000104391
1 13 4294967296 0.866871 0.000168455
1 14 4294967296 0.874807 0.00027792
1 15 4294967296 0.882518 0.000467863
1 16 4294967296 0.887965 0.000803865
1 17 4294967296 0.892986 0.00138604
1 18 4294967296 0.89878 0.00236145
1 19 4294967296 0.90533 0.00391329
1 20 4294967296 0.902207 0.00756004
1 21 4294967296 0.911904 0.014694
1 22 4294967296 0.942659 0.0242676
1 23 4294967296 0.875822 0.123926
1 24 4294967296 nan nan
1 25 4294967296 nan nan
1 26 4294967296 nan nan
1 27 4294967296 nan nan
1 28 4294967296 nan nan
1 29 4294967296 nan nan
1 30 4294967296 nan nan
1 31 4294967296 nan nan
1 32 4294967296 nan nan
